,price,brand,discount,color,department,Quantity
33,1305.9104900356697,Lululemon,0.08950996433025421,#d35456,boys,1.0
34,4119.936239880624,Chanel,0.06376011937589827,#e2806a,kids,1.0
35,4761.946617379358,Armani,0.05338262064229027,#2cd30e,girl,2.0
36,4798.89612396027,Fendi,0.10387603972940695,#e9f7a3,women,2.0
37,1471.9239188961214,Louis vuitton,0.07608110387862149,#cff779,boys,1.0
38,2441.878247925143,Fendi,0.12175207485665865,#97d363,boys,2.0
39,2404.935125250703,Prada,0.06487474929710618,#a30e45,women,2.0
40,3528.873011655582,Fendi,0.12698834441805096,#11e0bd,boys,2.0
41,4383.921609678883,Armani,0.07839032111635771,#15b525,girl,2.0
42,4411.928801348074,Louis vuitton,0.07119865192639309,#dddd04,girl,2.0
43,3136.92876622861,H&M,0.07123377138985755,#f794bd,women,3.0
44,4026.7908399915123,Gucci,0.20916000848771085,#1dc44c,boys,1.0
45,4324.910482921951,Prada,0.08951707804883409,#38e056,boys,2.0
46,1139.72515904764,Gucci,0.2748409523599582,#407504,girl,1.0
47,2204.9039447492537,Louis vuitton,0.09605525074622476,#edf28e,boys,1.0
48,3218.9234394698815,Armani,0.07656053011833809,#aec9ef,kids,1.0
49,3352.849794509432,Fendi,0.15020549056827984,#fc7476,boys,3.0
50,387.9382514519389,Armani,0.061748548061080114,#e258c9,girl,2.0
51,4875.906849279979,H&M,0.09315072002078861,#fcc5c4,boys,1.0
52,1082.9474578034112,Lululemon,0.052542196588707055,#a01901,kids,1.0
53,4421.928506113855,Louis vuitton,0.07149388614475433,#15b266,girl,2.0
54,439.9379758641591,H&M,0.06202413584090963,#41db51,men,1.0
55,4210.833766877221,Fendi,0.16623312277870522,#ffac8e,girl,3.0
56,637.9319652683376,Lululemon,0.06803473166230095,#89e9ed,men,3.0
57,1011.7933586814538,Gucci,0.2066413185461757,#f4a6bf,boys,2.0
58,823.834691669903,Fendi,0.16530833009694842,#8af28f,boys,1.0
59,3723.928961503457,H&M,0.07103849654312248,#4cce9a,boys,2.0
60,148.77937924557793,Gucci,0.22062075442206583,#f4b0b4,girl,1.0
61,136.94582507286003,Armani,0.05417492713996416,#0d8750,women,1.0
62,779.9342874918416,H&M,0.06571250815836555,#7cc930,boys,1.0
63,642.9403259037214,Armani,0.05967409627857559,#685df7,boys,3.0
64,905.9401141816719,Lululemon,0.059885818328131245,#1d7ed3,kids,3.0
65,771.930416530846,Chanel,0.0695834691540295,#c69b17,kids,2.0
66,1097.9366266388645,Armani,0.06337336113544832,#7c41af,kids,1.0
67,967.9198313920699,Prada,0.08016860793009153,#a067e5,girl,1.0
68,122.76126356073134,Gucci,0.23873643926866206,#22017c,boys,3.0
69,1543.9224246536946,Lululemon,0.07757534630541266,#f9a463,women,3.0
70,3352.9182820975593,Joe Fresh,0.0817179024407857,#9350ce,boys,2.0
71,2037.9081354864572,Lululemon,0.09186451354271363,#865bb2,men,2.0
72,1751.7832316919832,Gucci,0.2167683080167836,#6bc5e5,women,1.0
73,3328.765332364363,Gucci,0.234667635636793,#f9aeee,women,2.0
74,3674.8449863537458,Fendi,0.15501364625436284,#061bd8,girl,2.0
75,2065.9216522237984,Louis vuitton,0.07834777620146269,#53a0ba,kids,1.0
76,1245.719665979429,Gucci,0.28033402057103507,#2884a3,kids,2.0
77,4752.9257187769945,Lululemon,0.07428122300540266,#ff99f3,kids,1.0
78,3747.836940791332,Fendi,0.16305920866800677,#9bf477,men,3.0
79,1955.9105903033867,H&M,0.0894096966133922,#a2f9ae,kids,3.0
80,3856.872018634846,Fendi,0.12798136515405917,#14509e,boys,1.0
81,4207.911497370226,Lululemon,0.08850262977413355,#85eae0,kids,2.0
82,4751.903610924159,H&M,0.09638907584166864,#13f767,women,2.0
83,4371.917468686295,Armani,0.08253131370451017,#f215d8,girl,2.0
84,2168.943252586205,Chanel,0.056747413795033036,#7fef6e,women,2.0
85,1691.909735802125,Joe Fresh,0.090264197875033,#88c8d8,women,1.0
86,3449.907058930599,H&M,0.09294106940118911,#838dfc,kids,2.0
87,1253.928939416156,Chanel,0.07106058384405096,#f2a4e9,girl,1.0
88,4579.929797383316,Lululemon,0.07020261668406165,#cce8ff,boys,3.0
89,653.7015834584215,Gucci,0.2984165415785318,#bace48,men,3.0
90,4567.91798044434,Prada,0.08201955565937946,#cde562,boys,3.0
91,3451.9440244287584,H&M,0.055975571241753626,#fcca80,women,1.0
92,4760.80045210639,Fendi,0.19954789360943445,#cd62e0,kids,3.0
93,2301.76213964839,Gucci,0.2378603516097458,#aefce3,boys,2.0
94,1333.9166077314044,Lululemon,0.08339226859553629,#f7519e,kids,2.0
95,3347.946633848501,H&M,0.053366151499174196,#930a1a,girl,3.0
96,2304.9469510997997,Lululemon,0.05304890020038222,#527701,women,2.0
97,1179.9134663352274,H&M,0.08653366477262142,#9900e5,women,2.0
98,4946.770652928355,Gucci,0.22934707164473012,#f9c2ec,girl,3.0
99,4874.93097219375,H&M,0.06902780625067642,#13f252,girl,3.0
100,2241.900234562764,Lululemon,0.09976543723585002,#eacf77,men,1.0
101,986.9050327928222,H&M,0.09496720717774512,#3394b7,men,1.0
102,2798.8345934901586,Fendi,0.16540650984125083,#d5b3ef,girl,3.0
103,634.9411007904724,H&M,0.058899209527533386,#d6892a,boys,3.0
104,3017.938460372697,Armani,0.06153962730289808,#038ead,girl,3.0
105,473.94162410044584,Prada,0.0583758995541867,#c0dbf7,kids,2.0
106,4524.849445566619,Fendi,0.15055443338136204,#af1f2e,kids,1.0
107,285.94696006435345,Lululemon,0.05303993564657217,#f977d7,men,1.0
108,3642.9470464140536,Lululemon,0.052953585946483736,#f9e375,women,3.0
109,2834.9129137111822,Prada,0.0870862888178986,#48ea53,men,3.0
110,3953.919698197095,Chanel,0.08030180290488442,#fcaec4,girl,1.0
111,381.9272275617783,Louis vuitton,0.07277243822171948,#75a4ef,women,3.0
112,433.9368563482487,Prada,0.06314365175129934,#1ab6dd,men,3.0
113,3720.855759973402,Fendi,0.14424002659759222,#d7f998,men,2.0
114,1650.7480980284981,Gucci,0.251901971501871,#7afc6c,women,2.0
115,621.9474054295351,Joe Fresh,0.052594570464863155,#aeb8f2,women,2.0
116,2725.9004900712494,Louis vuitton,0.09950992875080977,#98f963,kids,3.0
117,1381.9375627327952,Lululemon,0.06243726720472684,#2faaed,men,2.0
118,913.9047318383793,Louis vuitton,0.09526816162067983,#d6db4e,girl,3.0
119,1182.9038572954266,Chanel,0.09614270457343918,#7a2dad,kids,3.0
120,4471.936570861787,Armani,0.06342913821260662,#b10cd6,men,3.0
121,2081.827834955224,Fendi,0.17216504477615546,#5745e0,boys,3.0
122,1076.7241091589822,Gucci,0.27589084101778405,#8ef477,kids,1.0
123,4310.755582239533,Gucci,0.24441776046680289,#8cf776,boys,2.0
124,636.9382716611981,Armani,0.06172833880189438,#e064cb,girl,2.0
125,4009.948943989819,Armani,0.051056010181267625,#447ed6,women,2.0
126,3705.902672470538,Louis vuitton,0.09732752946205563,#81c423,women,2.0
127,1554.940322142375,Louis vuitton,0.05967785762514601,#6ae8d1,girl,2.0
128,1159.922322941159,Armani,0.07767705884080003,#020000,boys,3.0
129,4624.891460415935,Fendi,0.10853958406466645,#1de06b,boys,3.0
130,2798.76091959153,Gucci,0.23908040846965187,#d68fe8,boys,2.0
131,3248.909330128511,Joe Fresh,0.09066987148887465,#24bfad,boys,2.0
132,2870.949105892724,Prada,0.05089410727558334,#ce822b,girl,3.0
133,1507.9441650755662,H&M,0.055834924433855994,#ffeb89,women,3.0
134,749.9074588720785,Joe Fresh,0.09254112792160625,#f7b2b3,men,1.0
135,3991.901460819108,Louis vuitton,0.098539180891988,#497bb7,girl,3.0
136,1863.920532435141,Armani,0.07946756485898197,#e85ac4,women,3.0
137,1777.9299199384895,Lululemon,0.07008006151055293,#63d37d,boys,1.0
138,2671.939391349158,Chanel,0.06060865084213397,#52fc0f,boys,3.0
139,2615.9449362684786,Chanel,0.055063731521201094,#3df49c,girl,3.0
140,1867.8494294135362,Fendi,0.15057058646387322,#08a892,girl,3.0
141,279.9228978342258,Louis vuitton,0.07710216577420616,#f24dd1,men,3.0
142,1028.9089987494744,Armani,0.09100125052545195,#388eea,kids,3.0
143,2347.912758732636,Lululemon,0.0872412673638529,#f999ff,boys,2.0
144,2512.91030713819,Armani,0.089692861810044,#b8ffaa,women,2.0
145,158.94434910692667,Armani,0.055650893073326164,#d8cd4e,girl,3.0
146,3662.9119294696347,Armani,0.08807053036528105,#07226d,men,2.0
147,443.9085845924962,H&M,0.09141540750380031,#e59ed3,girl,3.0
148,4164.888370871876,Fendi,0.11162912812407222,#725be5,men,1.0
149,1450.7422312011952,Gucci,0.2577687988047322,#f76aa5,boys,1.0
150,4375.802548291593,Fendi,0.19745170840727294,#5373ef,women,3.0
151,3917.932398874168,Louis vuitton,0.06760112583185908,#b2fcae,girl,3.0
152,1060.7842549698198,Gucci,0.2157450301801073,#d182e5,boys,2.0
153,199.93826267500216,Chanel,0.061737324997844484,#b8f7f9,girl,2.0
154,4980.78369240066,Gucci,0.21630759934047203,#88d7f7,boys,3.0
155,3225.9472486046852,Prada,0.05275139531489689,#dce559,boys,1.0
156,1842.939330364523,Joe Fresh,0.06066963547706197,#f9ea89,women,3.0
157,644.9430623887728,Louis vuitton,0.05693761122719185,#c1aeae,men,3.0
158,1219.9053976484847,Joe Fresh,0.09460235151519875,#2635ad,boys,2.0
159,2484.9003990136757,Lululemon,0.09960098632438844,#ba9037,women,1.0
160,2808.9328849257613,Louis vuitton,0.06711507423889827,#2ec955,kids,2.0
161,3542.9231116329984,Louis vuitton,0.07688836700161203,#dae847,boys,2.0
162,3023.7985516056974,Gucci,0.20144839430253206,#e547a8,girl,3.0
163,1878.9188833807502,Chanel,0.08111661924987437,#85e5b5,women,2.0
164,1725.9462181044673,H&M,0.05378189553261806,#ea818b,girl,1.0
165,3164.9424430209956,Louis vuitton,0.057556979004416975,#e4a7ef,men,2.0
166,857.9056241662445,Armani,0.09437583375555314,#2d1aad,boys,2.0
167,3141.9162186401295,Joe Fresh,0.08378135987054222,#76f271,girl,1.0
168,341.9247237377204,Joe Fresh,0.07527626227958173,#a5f7e7,women,1.0
169,1062.9480154923228,Joe Fresh,0.0519845076771599,#f7ac8a,men,1.0
170,2986.912228664715,Chanel,0.08777133528530437,#88ff6d,men,3.0
171,3591.821318672084,Fendi,0.17868132791581606,#d15517,girl,1.0
172,1168.903284415033,Joe Fresh,0.09671558496683005,#6929d8,kids,1.0
173,4964.908876457372,Joe Fresh,0.0911235426282063,#52eaa8,men,1.0
174,2645.9428609321167,Joe Fresh,0.05713906788343906,#b864e5,girl,1.0
175,1055.9167930692906,Lululemon,0.08320693070943638,#9d93f2,girl,2.0
176,4577.750729463385,Gucci,0.24927053661490475,#fc16e5,kids,2.0
177,3755.9187159186854,Chanel,0.08128408131456698,#f404d0,boys,1.0
178,919.8972690611291,Fendi,0.10273093887086081,#f9e78b,women,3.0
179,3963.746547130501,Gucci,0.2534528694993317,#e17ae2,women,3.0
180,4856.949798743949,Armani,0.050201256050580914,#83ef6e,boys,3.0
181,728.8269320782005,Fendi,0.1730679217995501,#37e571,men,1.0
182,4555.940977831276,Joe Fresh,0.05902216872434329,#b2ffb8,women,2.0
183,2885.902134951779,Armani,0.09786504822095571,#46b507,kids,1.0
184,342.9482471913513,Lululemon,0.05175280864868931,#cafc9f,boys,1.0
185,4645.859025553023,Fendi,0.14097444697742362,#2def71,kids,1.0
186,1443.7667025665721,Gucci,0.23329743342788123,#f271de,men,1.0
187,1493.7403531044083,Gucci,0.2596468955916915,#8142bc,kids,1.0
188,1373.9492522412431,Chanel,0.050747758756775174,#57d4db,women,2.0
189,4432.9211953878785,Louis vuitton,0.07880461212173831,#00ed47,women,1.0
190,4865.824134584353,Fendi,0.17586541564744454,#edb340,women,2.0
191,268.92199170883526,Chanel,0.07800829116474067,#82ffa3,men,2.0
192,1063.7325379793938,Gucci,0.2674620206062165,#201377,girl,3.0
193,831.9499587828142,Louis vuitton,0.050041217185824785,#ef997f,kids,1.0
194,2442.9061332456827,Louis vuitton,0.09386675431726126,#9084e0,women,2.0
195,194.91944781771647,Chanel,0.080552182283528,#8c0e31,men,1.0
196,2237.943821739952,H&M,0.05617826004801061,#b2fffb,women,2.0
197,3102.9112019189156,Chanel,0.08879808108422124,#9dc2f2,women,2.0
198,3954.901327542517,Joe Fresh,0.09867245748306873,#435aa5,boys,3.0
199,731.9033232793759,Chanel,0.0966767206241464,#f3f9a7,kids,3.0
200,4764.931225584872,Prada,0.06877441512815174,#9eef86,kids,2.0
201,3914.9420502127127,Joe Fresh,0.05794978728710893,#f21520,boys,1.0
202,185.93993124936657,Armani,0.060068750633423575,#d642a9,girl,2.0
203,1866.9159287060634,Joe Fresh,0.08407129393665122,#9c71ed,boys,1.0
204,4242.90561994619,Armani,0.09438005380961963,#9fdd58,women,1.0
205,1101.9240321475932,Prada,0.07596785240691184,#9bf2c3,girl,1.0
206,4734.9352235329425,Joe Fresh,0.06477646705770132,#381c8c,women,1.0
207,3932.9404245610317,Louis vuitton,0.05957543896813722,#bc363d,kids,2.0
208,4611.916383668182,Louis vuitton,0.08361633181818369,#39d1e5,girl,1.0
209,3579.9272911193925,Chanel,0.0727088806076887,#6060d6,kids,2.0
210,4812.935694944785,Lululemon,0.06430505521525076,#50e0d6,kids,3.0
211,4695.917609805844,Prada,0.08239019415553342,#22f437,women,2.0
212,3476.9019110756235,Lululemon,0.09808892437646102,#ea9398,boys,1.0
213,3914.8681599557444,Fendi,0.13184004425551688,#fcc7d3,men,1.0
214,2464.9186373434927,H&M,0.0813626565073608,#d4e87d,boys,2.0
215,291.9028833242173,Lululemon,0.09711667578266193,#f7fcae,boys,1.0
216,3457.790885088073,Gucci,0.20911491192693035,#78c40d,girl,3.0
217,2052.9083038021968,Prada,0.09169619780301233,#d361ed,men,3.0
218,3026.927740162615,Chanel,0.07225983738487533,#ff2600,kids,3.0
219,540.9116118941155,Armani,0.08838810588456629,#ac0ad8,men,1.0
220,190.93319520252214,Louis vuitton,0.06680479747784857,#bdffaa,women,3.0
221,1407.916795041506,H&M,0.08320495849399559,#ce337e,women,3.0
222,2175.933158181451,Joe Fresh,0.06684181854930571,#f9818d,kids,1.0
223,4715.927771535585,Lululemon,0.07222846441485607,#b78a28,kids,1.0
224,2011.824759062909,Fendi,0.17524093709116964,#ff4744,kids,2.0
225,3323.9217611208587,Louis vuitton,0.07823887914129733,#26eef2,boys,1.0
226,3071.906634352273,Chanel,0.0933656477267358,#cab9f7,kids,3.0
227,3144.9291711301566,Prada,0.07082886984316282,#e096e0,girl,2.0
228,1745.9292011996488,Lululemon,0.0707988003511374,#ed026c,women,1.0
229,946.9208366000237,H&M,0.0791633999762747,#d05fd8,girl,2.0
230,594.8506211755874,Fendi,0.14937882441254968,#d84386,men,3.0
231,723.9469172384703,Chanel,0.05308276152970781,#d85dc8,kids,3.0
232,4351.914564159235,Armani,0.08543584076465918,#0a0a68,kids,1.0
233,4144.938323673916,Joe Fresh,0.06167632608448573,#edaca1,boys,1.0
234,2479.8374884727946,Fendi,0.16251152720520923,#ffccdb,boys,1.0
235,2611.758178645083,Gucci,0.24182135491728451,#40d65e,kids,2.0
236,1260.944540602192,Armani,0.05545939780782684,#c2f47c,men,2.0
237,4426.904083217591,Joe Fresh,0.09591678240897991,#ef929d,girl,1.0
238,313.92355819860455,Lululemon,0.07644180139546716,#d150d3,boys,2.0
239,4382.764577662154,Gucci,0.23542233784566188,#eabd6e,girl,1.0
240,3244.9249610219786,H&M,0.0750389780212392,#e55754,girl,3.0
241,797.8305164644576,Fendi,0.16948353554249662,#e9c2f9,boys,2.0
242,4950.910684342222,Prada,0.08931565777776274,#fff7bf,women,3.0
243,2512.8677205602216,Fendi,0.13227943977825313,#bcb1f9,men,3.0
244,1409.9150359935984,Louis vuitton,0.08496400640164167,#ef6151,kids,2.0
245,338.9035543767346,Louis vuitton,0.09644562326541894,#ff3b0a,men,3.0
246,585.9178820699179,Joe Fresh,0.082117930082062,#22b754,men,2.0
247,4591.909585617782,Joe Fresh,0.09041438221823994,#57dce5,girl,3.0
248,394.9126764356172,Prada,0.08732356438279058,#e28c91,boys,1.0
249,3342.9145249981657,Prada,0.0854750018343084,#f4eb95,boys,2.0
250,3761.9466828483946,H&M,0.05331715160555417,#ea5bbd,kids,1.0
251,620.8225116868603,Fendi,0.17748831313975785,#6232b5,women,2.0
252,1997.9425124615227,H&M,0.05748753847722943,#d4b8f2,girl,2.0
253,2500.9284900223015,H&M,0.07150997769865126,#a27fe2,women,2.0
254,3282.9225496453646,Armani,0.07745035463546815,#75ff77,women,3.0
255,3991.9339527760567,Chanel,0.0660472239433405,#c64d6b,men,1.0
256,4242.942919227332,Armani,0.05708077266840783,#d849a1,kids,1.0
257,4930.76863681643,Gucci,0.23136318356949864,#35ce8e,men,2.0
258,1343.9428307755506,Prada,0.057169224449427195,#21c687,men,1.0
259,2844.9199214059163,Armani,0.08007859408392899,#273184,women,1.0
260,3046.9151253376103,H&M,0.08487466238952115,#076ac6,boys,3.0
261,3911.945079348415,H&M,0.054920651584641544,#d1ae00,kids,1.0
262,3949.913439065037,Louis vuitton,0.08656093496319212,#ed3b38,kids,3.0
263,583.9349041923748,Joe Fresh,0.06509580762515166,#0d617c,boys,2.0
264,3704.931002636005,Joe Fresh,0.0689973639950335,#ea81b2,men,2.0
265,1394.9078602237232,Louis vuitton,0.09213977627679308,#b2ffc5,kids,3.0
266,4634.904252861477,Joe Fresh,0.09574713852280385,#7dc6d8,men,1.0
267,4504.75880082074,Gucci,0.24119917925929066,#5e81c4,boys,2.0
268,2141.935325752718,Joe Fresh,0.06467424728178567,#d0a1f4,men,1.0
269,2330.916522364298,Armani,0.08347763570210555,#ff167f,girl,1.0
270,820.9155576822336,Prada,0.08444231776639811,#7b19c1,kids,2.0
271,1409.8653866700965,Fendi,0.13461332990340974,#885ac4,boys,1.0
272,503.94206385583465,H&M,0.05793614416536773,#62c438,women,1.0
273,3746.9035326519916,Chanel,0.09646734800857303,#d7f4a1,boys,3.0
274,191.9489122893638,Armani,0.051087710636198144,#4b399b,boys,1.0
275,3711.906196608227,Armani,0.09380339177286398,#02891d,girl,3.0
276,223.90946119127437,Louis vuitton,0.09053880872561783,#34d7e2,girl,1.0
277,232.91321253562705,Prada,0.08678746437294768,#e58e2b,boys,1.0
278,4659.925000320258,Joe Fresh,0.07499967974184003,#5d71d8,women,1.0
279,2070.926375408378,Prada,0.07362459162167931,#5b8c0c,boys,2.0
280,395.9371519485584,Lululemon,0.06284805144160979,#ffc6ce,women,1.0
281,1530.703946942805,Gucci,0.29605305719501795,#ccfc92,girl,3.0
282,2094.9488563157465,Prada,0.051143684253630056,#35f4a8,women,2.0
283,2154.818566534787,Fendi,0.18143346521309514,#79af21,kids,1.0
284,3039.9469002856295,Chanel,0.053099714370766424,#fc11dd,boys,2.0
285,3070.906114221448,Chanel,0.0938857785516963,#8667d3,men,1.0
286,1308.9060270612224,Louis vuitton,0.09397293877759554,#48b3c9,girl,3.0
287,1328.9022484785164,Louis vuitton,0.09775152148351202,#84e3e8,men,3.0
288,4018.947640198848,Armani,0.05235980115204427,#5ffcea,women,1.0
289,4068.936762601938,Armani,0.06323739806213646,#eaff63,girl,3.0
290,1962.9240057280276,Chanel,0.07599427197247784,#c6199b,boys,2.0
291,3831.9472817558517,H&M,0.05271824414825868,#4fea6e,girl,1.0
292,4968.9408771938215,Chanel,0.05912280617835411,#8ff98b,girl,3.0
293,701.9306408730139,H&M,0.06935912698608934,#a9d32a,girl,2.0
294,1569.9414209208046,Chanel,0.058579079195310156,#ce8ce2,women,1.0
295,1213.9010373267372,Prada,0.09896267326269421,#e5967e,women,2.0
296,3441.912411638506,Louis vuitton,0.08758836149397882,#3325d1,men,3.0
297,3371.909133956541,Prada,0.0908660434588712,#5696bf,boys,3.0
298,488.9010954098501,Prada,0.09890459014991425,#e24498,boys,2.0
299,1201.9483227300593,Prada,0.05167726994064718,#9ff9ec,girl,2.0
300,439.8919248955915,Fendi,0.10807510440849022,#f7c4ff,men,2.0
301,2505.9150156741093,H&M,0.08498432589086286,#2aeaa4,girl,3.0
302,2381.9351934758915,Armani,0.06480652410850055,#c5d9f9,men,1.0
303,2740.9316047847597,Chanel,0.06839521524043002,#c8f27b,women,2.0
304,2019.9286983400834,Louis vuitton,0.07130165991646101,#7a6ac9,men,3.0
305,1536.919712233841,Joe Fresh,0.08028776615905162,#9297e5,men,2.0
306,2742.9444067278223,Prada,0.05559327217764676,#54f754,girl,1.0
307,1256.9499900618475,Joe Fresh,0.05000993815241247,#12baa9,women,3.0
308,1772.8715588010914,Fendi,0.12844119890859906,#bdff77,boys,1.0
309,1171.9030572793883,Armani,0.09694272061170843,#57b0ba,men,1.0
310,4184.93550382351,Louis vuitton,0.06449617649040018,#35f4be,women,1.0
311,3468.9006632791184,Chanel,0.09933672088150002,#a51d44,boys,2.0
312,1373.94565606423,Joe Fresh,0.054343935769913324,#a50cf7,men,3.0
313,4400.928316626365,Chanel,0.07168337363465321,#b776f7,men,1.0
314,2878.9303763384096,Joe Fresh,0.06962366159026961,#60bf1c,girl,3.0
315,2614.8317864120536,Fendi,0.16821358794647467,#080682,men,2.0
316,856.7066216688081,Gucci,0.29337833119185297,#53fcd7,women,2.0
317,2555.9499213749955,Louis vuitton,0.0500786250043517,#451d91,men,1.0
318,1371.9260603152518,Louis vuitton,0.07393968474815027,#b996f2,boys,3.0
319,4835.921423666696,Joe Fresh,0.078576333304543,#ff8c9f,girl,3.0
320,2532.9349422485166,Armani,0.06505775148363724,#3ec9ad,kids,1.0
321,2473.9254407641815,Chanel,0.07455923581829779,#fcd202,boys,3.0
322,3724.9406415092835,H&M,0.05935849071662975,#fc560a,kids,3.0
323,881.7738413311899,Gucci,0.22615866881006744,#dd6108,kids,1.0
324,1015.9455846253038,Louis vuitton,0.05441537469613503,#f213ee,girl,3.0
325,232.91490040158894,Armani,0.0850995984110566,#daa0ef,kids,1.0
326,1698.7219525115454,Gucci,0.2780474884546883,#47edc3,girl,3.0
327,2450.9291725294015,Louis vuitton,0.07082747059850977,#e285d3,men,3.0
328,2665.923754994743,Prada,0.07624500525729352,#f43113,women,1.0
329,1092.921203595698,Prada,0.078796404302081,#9df9b3,kids,2.0
330,876.8790781891634,Fendi,0.12092181083661574,#258c9e,women,3.0
331,2147.907491487374,Lululemon,0.09250851262596631,#fcffba,girl,2.0
332,1602.917193361594,H&M,0.0828066384060365,#3ac4bb,kids,3.0
333,483.9059677290017,Armani,0.09403227099831171,#c6f29b,boys,3.0
334,849.9173305507996,Joe Fresh,0.08266944920032958,#4997c1,boys,3.0
335,1620.8870677367045,Fendi,0.1129322632954418,#755cdb,men,3.0
336,293.90349339492104,H&M,0.09650660507893902,#19c422,boys,3.0
337,3037.8673281969254,Fendi,0.13267180307458726,#2090db,men,2.0
338,952.9150049872476,Prada,0.08499501275239714,#00db2f,women,2.0
339,1478.931132234955,Prada,0.06886776504501542,#7eeadc,kids,2.0
340,1238.9373899226257,Armani,0.06261007737421916,#e094bc,boys,2.0
341,2902.941158663169,H&M,0.058841336830718495,#dbd82e,girl,3.0
342,2477.9265399110063,Armani,0.07346008899348036,#75ddd3,men,2.0
343,1212.9253207165077,Joe Fresh,0.07467928349220823,#a6c8ed,girl,3.0
344,817.9361709068462,Prada,0.06382909315375751,#7940ed,women,1.0
345,1648.9000345819718,Joe Fresh,0.09996541802811003,#efc599,men,1.0
346,2885.9249615608205,Louis vuitton,0.07503843917965065,#44a019,boys,1.0
347,3643.9345777214403,Prada,0.0654222785599167,#bed9f7,boys,3.0
348,4999.93308400485,Chanel,0.06691599515060807,#fc49e4,women,1.0
349,673.9379305108982,Louis vuitton,0.06206948910174499,#9edb69,girl,3.0
350,4965.9282280536745,Joe Fresh,0.07177194632541545,#9a70d1,girl,3.0
351,975.940876350084,Lululemon,0.059123649916086096,#ca40ed,kids,3.0
352,504.7831696850258,Gucci,0.21683031497417027,#4712ba,women,1.0
353,4556.900082519389,Chanel,0.09991748061114249,#d872c6,boys,3.0
354,598.9158854059484,Louis vuitton,0.08411459405154559,#ba382c,kids,1.0
355,3593.9080332501617,Armani,0.09196674983828144,#ae80d6,men,2.0
356,570.8900265869889,Fendi,0.10997341301111259,#cbf78c,boys,2.0
357,3321.9266376171545,Chanel,0.0733623828455445,#b07bd1,girl,1.0
358,3903.7736918589967,Gucci,0.2263081410031793,#ea79dd,boys,3.0
359,2086.7044208537172,Gucci,0.29557914628255266,#9898f9,men,1.0
360,4558.916275026624,Joe Fresh,0.08372497337630458,#b187ff,boys,1.0
361,1908.907500326064,Armani,0.09249967393582637,#94b527,boys,3.0
362,1413.901918518601,Armani,0.09808148139893856,#71f765,women,2.0
363,4045.9345075907086,Prada,0.06549240929122177,#3ce889,kids,2.0
364,2486.8276303305142,Fendi,0.17236966948565022,#d4e069,kids,2.0
365,1403.9440372732918,Louis vuitton,0.055962726708132286,#b6c637,kids,1.0
366,2057.9136537441013,H&M,0.0863462558988678,#b5ccf4,girl,1.0
367,1656.945809186208,Lululemon,0.05419081379196814,#e2689b,kids,1.0
368,4559.9435666938625,Chanel,0.05643330613754192,#efc792,women,1.0
